"","X","Date","Count","Hour","Temp","Humidity","Wind_speed","Visibility","Dew_Point","Solar_Radiation","Rainfall","Snowfall","Seasons","Holiday","Functioning","demand"
"1103",1103,"16/01/2018",592,18,4.9,59,1.4,427,-2.4,0,0,0,"Winter","No Holiday","Yes",1
"1104",1104,"16/01/2018",650,8,1.2,68,0.6,411,-4,0,0,0,"Winter","No Holiday","Yes",1
"1105",1105,"16/02/2018",28,5,-5,44,0.9,1976,-15.3,0,0,0,"Winter","Holiday","Yes",0
"1106",1106,"16/02/2018",30,6,-5.2,42,0.7,1980,-16.1,0,0,0,"Winter","Holiday","Yes",0
"1107",1107,"16/02/2018",35,4,-4.5,42,1.4,1944,-15.5,0,0,0,"Winter","Holiday","Yes",0
"1108",1108,"16/02/2018",36,3,-4.4,37,1.7,1989,-16.9,0,0,0,"Winter","Holiday","Yes",0
"1109",1109,"16/02/2018",47,2,-4.1,38,1.2,1996,-16.3,0,0,0,"Winter","Holiday","Yes",0
"1110",1110,"16/02/2018",48,9,-4.3,33,0.7,1923,-18.2,0.6,0,0,"Winter","Holiday","Yes",0
"1111",1111,"16/02/2018",49,7,-5.4,41,0.3,2000,-16.6,0,0,0,"Winter","Holiday","Yes",0
"1112",1112,"16/02/2018",68,8,-5.4,38,0.7,2000,-17.5,0.04,0,0,"Winter","Holiday","Yes",0
"1113",1113,"16/02/2018",77,1,-3.6,35,2,1943,-16.8,0,0,0,"Winter","Holiday","Yes",0
"1114",1114,"16/02/2018",78,10,-1.3,32,1.5,1933,-15.9,1.24,0,0,"Winter","Holiday","Yes",0
"1115",1115,"16/02/2018",84,23,-2,51,3.2,1336,-10.8,0,0,0,"Winter","Holiday","Yes",0
"1116",1116,"16/02/2018",93,11,1,25,1.4,1782,-16.8,1.7,0,0,"Winter","Holiday","Yes",0
"1117",1117,"16/02/2018",105,0,-3.3,35,1.8,1977,-16.6,0,0,0,"Winter","Holiday","Yes",1
"1118",1118,"16/02/2018",114,21,0.1,67,2.5,1451,-5.3,0,0,0,"Winter","Holiday","Yes",1
"1119",1119,"16/02/2018",116,22,-0.6,70,3.4,1204,-5.4,0,0,0,"Winter","Holiday","Yes",1
"1120",1120,"16/02/2018",126,19,0.6,59,2.3,1939,-6.5,0,0,0,"Winter","Holiday","Yes",1
"1121",1121,"16/02/2018",137,12,2.2,19,1.4,1946,-19.1,2.01,0,0,"Winter","Holiday","Yes",1
"1122",1122,"16/02/2018",150,20,0.2,61,1.9,1956,-6.4,0,0,0,"Winter","Holiday","Yes",1
"1123",1123,"16/02/2018",165,18,1.4,56,3.2,1932,-6.4,0.22,0,0,"Winter","Holiday","Yes",1
"1124",1124,"16/02/2018",169,13,3.5,17,3.2,1971,-19.3,2.2,0,0,"Winter","Holiday","Yes",1
"1125",1125,"16/02/2018",189,16,3.3,38,3.8,1921,-9.6,1.33,0,0,"Winter","Holiday","Yes",1
"1126",1126,"16/02/2018",196,14,4.2,18,3.3,1976,-18,2.25,0,0,"Winter","Holiday","Yes",1
"1127",1127,"16/02/2018",210,17,2.5,48,4.2,1979,-7.4,0.76,0,0,"Winter","Holiday","Yes",1
"1128",1128,"16/02/2018",243,15,4,26,3.5,2000,-13.8,1.75,0,0,"Winter","Holiday","Yes",1
"1129",1129,"16/12/2017",45,5,-5.6,72,2,662,-9.8,0,0,0,"Winter","No Holiday","Yes",0
"1130",1130,"16/12/2017",66,6,-6.1,69,2.9,765,-10.8,0,0,0,"Winter","No Holiday","Yes",0
"1131",1131,"16/12/2017",80,4,-5,70,2.7,702,-9.6,0,0,0,"Winter","No Holiday","Yes",0
"1132",1132,"16/12/2017",90,7,-6.7,64,2.1,977,-12.3,0,0,0,"Winter","No Holiday","Yes",0
"1133",1133,"16/12/2017",129,3,-4.5,71,1.6,651,-8.9,0,0,0,"Winter","No Holiday","Yes",1
"1134",1134,"16/12/2017",142,23,-8,41,2.2,2000,-18.9,0,0,0,"Winter","No Holiday","Yes",1
"1135",1135,"16/12/2017",143,20,-6.6,37,3.4,2000,-18.9,0,0,0,"Winter","No Holiday","Yes",1
"1136",1136,"16/12/2017",155,22,-7.6,41,1.6,2000,-18.6,0,0,0,"Winter","No Holiday","Yes",1
"1137",1137,"16/12/2017",159,21,-7.1,39,3.2,2000,-18.7,0,0,0,"Winter","No Holiday","Yes",1
"1138",1138,"16/12/2017",173,19,-6,32,2.4,2000,-20,0,0,0,"Winter","No Holiday","Yes",1
"1139",1139,"16/12/2017",190,8,-7.3,62,2.6,1112,-13.3,0,0,0,"Winter","No Holiday","Yes",1
"1140",1140,"16/12/2017",195,9,-7.2,47,2.8,1724,-16.6,0.18,0,0,"Winter","No Holiday","Yes",1
"1141",1141,"16/12/2017",201,10,-6.2,42,2.3,1893,-17,0.52,0,0,"Winter","No Holiday","Yes",1
"1142",1142,"16/12/2017",212,18,-5.3,28,3.5,2000,-21,0,0,0,"Winter","No Holiday","Yes",1
"1143",1143,"16/12/2017",217,0,-2.6,73,3.4,787,-6.7,0,0,0,"Winter","No Holiday","Yes",1
"1144",1144,"16/12/2017",228,2,-4.1,73,2.1,567,-8.2,0,0,0,"Winter","No Holiday","Yes",1
"1145",1145,"16/12/2017",239,11,-5.2,30,4,1991,-20.1,0.86,0,0,"Winter","No Holiday","Yes",1
"1146",1146,"16/12/2017",252,12,-4.1,28,3.8,1998,-19.9,1.08,0,0,"Winter","No Holiday","Yes",1
"1147",1147,"16/12/2017",258,16,-3.3,24,3.5,2000,-21,0.54,0,0,"Winter","No Holiday","Yes",1
"1148",1148,"16/12/2017",277,17,-4.6,26,2.6,2000,-21.2,0.17,0,0,"Winter","No Holiday","Yes",1
"1149",1149,"16/12/2017",291,15,-3.3,22,5,2000,-22,0.86,0,0,"Winter","No Holiday","Yes",1
"1150",1150,"16/12/2017",292,14,-3.4,22,4.3,1966,-22.1,1.07,0,0,"Winter","No Holiday","Yes",1
"1151",1151,"16/12/2017",296,13,-3.7,23,4,1980,-21.8,1.12,0,0,"Winter","No Holiday","Yes",1
"1152",1152,"16/12/2017",302,1,-3.4,76,2.9,582,-7,0,0,0,"Winter","No Holiday","Yes",1
"1153",1153,"17/01/2018",55,4,3,68,0.5,322,-2.3,0,0,0,"Winter","No Holiday","Yes",0
"1154",1154,"17/01/2018",72,5,2.9,66,0.8,325,-2.8,0,0,0,"Winter","No Holiday","Yes",0
"1155",1155,"17/01/2018",75,3,3,67,0.8,297,-2.5,0,0,0,"Winter","No Holiday","Yes",0
"1156",1156,"17/01/2018",115,6,2.7,71,1.1,270,-2,0,0,0,"Winter","No Holiday","Yes",1
"1157",1157,"17/01/2018",140,2,3.1,65,0.8,310,-2.8,0,0,0,"Winter","No Holiday","Yes",1
"1158",1158,"17/01/2018",183,1,3.3,64,0.4,339,-2.8,0,0,0,"Winter","No Holiday","Yes",1
"1159",1159,"17/01/2018",204,0,3.5,62,0.4,382,-3.1,0,0,0,"Winter","No Holiday","Yes",1
"1160",1160,"17/01/2018",212,10,4.3,58,0.5,401,-3.2,0.23,0,0,"Winter","No Holiday","Yes",1
"1161",1161,"17/01/2018",227,23,2.7,74,0.8,291,-1.4,0,0,0,"Winter","No Holiday","Yes",1
"1162",1162,"17/01/2018",258,14,7.7,54,2.6,313,-1,0.58,0,0,"Winter","No Holiday","Yes",1
"1163",1163,"17/01/2018",270,11,6,51,1,436,-3.3,0.55,0,0,"Winter","No Holiday","Yes",1
"1164",1164,"17/01/2018",272,7,2.5,71,0.9,289,-2.2,0,0,0,"Winter","No Holiday","Yes",1
"1165",1165,"17/01/2018",273,13,8,54,1.8,435,-0.7,0.57,0,0,"Winter","No Holiday","Yes",1
"1166",1166,"17/01/2018",278,15,8.5,49,1.3,400,-1.6,0.73,0,0,"Winter","No Holiday","Yes",1
"1167",1167,"17/01/2018",286,20,3.5,72,1.7,361,-1,0,0,0,"Winter","No Holiday","Yes",1
"1168",1168,"17/01/2018",310,12,8.1,51,1.4,367,-1.4,0.75,0,0,"Winter","No Holiday","Yes",1
"1169",1169,"17/01/2018",313,22,2.8,74,0.5,309,-1.3,0,0,0,"Winter","No Holiday","Yes",1
"1170",1170,"17/01/2018",314,16,8.3,54,1.2,330,-0.4,0.44,0,0,"Winter","No Holiday","Yes",1
"1171",1171,"17/01/2018",320,21,3.1,74,1.1,333,-1,0,0,0,"Winter","No Holiday","Yes",1
"1172",1172,"17/01/2018",337,9,3,66,0.7,306,-2.7,0.12,0,0,"Winter","No Holiday","Yes",1
"1173",1173,"17/01/2018",360,19,4.2,68,2.4,446,-1.1,0,0,0,"Winter","No Holiday","Yes",1
"1174",1174,"17/01/2018",380,17,7.2,57,3.3,342,-0.7,0.19,0,0,"Winter","No Holiday","Yes",1
"1175",1175,"17/01/2018",501,18,5.2,62,2.9,503,-1.5,0.01,0,0,"Winter","No Holiday","Yes",1
"1176",1176,"17/01/2018",537,8,2.6,70,0.6,296,-2.3,0,0,0,"Winter","No Holiday","Yes",1
"1177",1177,"17/02/2018",14,5,-5.7,31,2.3,1999,-20.1,0,0,0,"Winter","Holiday","Yes",0
"1178",1178,"17/02/2018",20,4,-5.2,28,2.5,2000,-20.9,0,0,0,"Winter","Holiday","Yes",0
"1179",1179,"17/02/2018",34,3,-4.5,28,3,2000,-20.3,0,0,0,"Winter","Holiday","Yes",0
"1180",1180,"17/02/2018",35,7,-6.8,32,1.6,2000,-20.7,0,0,0,"Winter","Holiday","Yes",0
"1181",1181,"17/02/2018",39,6,-6.2,32,2.5,2000,-20.2,0,0,0,"Winter","Holiday","Yes",0
"1182",1182,"17/02/2018",56,2,-3.8,30,3.9,2000,-18.8,0,0,0,"Winter","Holiday","Yes",0
"1183",1183,"17/02/2018",71,1,-3.1,36,3.5,2000,-16,0,0,0,"Winter","Holiday","Yes",0
"1184",1184,"17/02/2018",79,0,-2.7,41,3.2,1695,-14.1,0,0,0,"Winter","Holiday","Yes",0
"1185",1185,"17/02/2018",80,8,-7.1,30,1.7,1991,-21.7,0.04,0,0,"Winter","Holiday","Yes",0
"1186",1186,"17/02/2018",98,9,-6.5,26,2.4,1874,-22.8,0.64,0,0,"Winter","Holiday","Yes",0
"1187",1187,"17/02/2018",103,10,-4.3,21,1.4,1908,-23.4,1.34,0,0,"Winter","Holiday","Yes",1
"1188",1188,"17/02/2018",117,23,-2.9,31,3.8,2000,-17.7,0,0,0,"Winter","Holiday","Yes",1
"1189",1189,"17/02/2018",123,22,-2.7,42,2.2,2000,-13.8,0,0,0,"Winter","Holiday","Yes",1
"1190",1190,"17/02/2018",133,21,-2.3,38,2.3,2000,-14.7,0,0,0,"Winter","Holiday","Yes",1
"1191",1191,"17/02/2018",145,20,-2.1,38,2,2000,-14.5,0,0,0,"Winter","Holiday","Yes",1
"1192",1192,"17/02/2018",155,11,-2.8,19,2.6,1957,-23.2,1.91,0,0,"Winter","Holiday","Yes",1
"1193",1193,"17/02/2018",169,19,-1.5,32,2.5,2000,-16,0,0,0,"Winter","Holiday","Yes",1
"1194",1194,"17/02/2018",183,12,-1.3,17,1.5,1998,-23.2,2.28,0,0,"Winter","Holiday","Yes",1
"1195",1195,"17/02/2018",193,13,-0.4,15,2.4,1938,-23.9,2.46,0,0,"Winter","Holiday","Yes",1
"1196",1196,"17/02/2018",223,18,-0.3,17,1.9,2000,-22.4,0.2,0,0,"Winter","Holiday","Yes",1
"1197",1197,"17/02/2018",250,17,0.6,17,3.3,2000,-21.7,0.79,0,0,"Winter","Holiday","Yes",1
"1198",1198,"17/02/2018",258,14,-0.1,15,4,2000,-23.7,2.39,0,0,"Winter","Holiday","Yes",1
"1199",1199,"17/02/2018",267,16,1.3,15,4.2,2000,-22.5,1.63,0,0,"Winter","Holiday","Yes",1
"1200",1200,"17/02/2018",273,15,1,14,4.6,2000,-23.5,2.12,0,0,"Winter","Holiday","Yes",1
"1201",1201,"17/12/2017",31,5,-9.7,41,3.1,2000,-20.5,0,0,0,"Winter","No Holiday","Yes",0
"1202",1202,"17/12/2017",39,6,-9.9,42,2.3,2000,-20.4,0,0,0,"Winter","No Holiday","Yes",0
"1203",1203,"17/12/2017",41,4,-9.5,40,1.9,2000,-20.6,0,0,0,"Winter","No Holiday","Yes",0
"1204",1204,"17/12/2017",53,7,-10.2,42,2.3,2000,-20.6,0,0,0,"Winter","No Holiday","Yes",0
"1205",1205,"17/12/2017",94,8,-10.7,43,0.9,2000,-20.8,0,0,0,"Winter","No Holiday","Yes",0
"1206",1206,"17/12/2017",100,3,-9,40,3.1,2000,-20.1,0,0,0,"Winter","No Holiday","Yes",0
"1207",1207,"17/12/2017",122,9,-10.5,38,1.1,1950,-22.1,0.19,0,0,"Winter","No Holiday","Yes",1
"1208",1208,"17/12/2017",132,2,-8.7,40,2.8,2000,-19.8,0,0,0,"Winter","No Holiday","Yes",1
"1209",1209,"17/12/2017",138,23,-6.9,53,0.7,2000,-14.8,0,0,0,"Winter","No Holiday","Yes",1
"1210",1210,"17/12/2017",142,10,-8.5,31,1.5,1997,-22.6,0.58,0,0,"Winter","No Holiday","Yes",1
"1211",1211,"17/12/2017",146,1,-8.4,40,1.6,2000,-19.6,0,0,0,"Winter","No Holiday","Yes",1
"1212",1212,"17/12/2017",157,19,-5.6,39,1.1,2000,-17.3,0,0,0,"Winter","No Holiday","Yes",1
"1213",1213,"17/12/2017",166,20,-6,42,0.8,2000,-16.8,0,0,0,"Winter","No Holiday","Yes",1
"1214",1214,"17/12/2017",168,21,-6.5,45,0.7,2000,-16.4,0,0,0,"Winter","No Holiday","Yes",1
"1215",1215,"17/12/2017",172,22,-6.6,50,0.6,1990,-15.3,0,0,0,"Winter","No Holiday","Yes",1
"1216",1216,"17/12/2017",175,0,-8.1,41,2,2000,-19,0,0,0,"Winter","No Holiday","Yes",1
"1217",1217,"17/12/2017",189,11,-7.2,29,1.8,1926,-22.2,0.88,0,0,"Winter","No Holiday","Yes",1
"1218",1218,"17/12/2017",204,18,-4.7,37,1.8,2000,-17.2,0.01,0,0,"Winter","No Holiday","Yes",1
"1219",1219,"17/12/2017",216,12,-4.9,25,2.6,1966,-21.9,1.08,0,0,"Winter","No Holiday","Yes",1
"1220",1220,"17/12/2017",223,13,-4.5,25,3.2,1989,-21.6,1.14,0,0,"Winter","No Holiday","Yes",1
"1221",1221,"17/12/2017",256,16,-2.7,31,2.3,2000,-17.5,0.54,0,0,"Winter","No Holiday","Yes",1
"1222",1222,"17/12/2017",266,17,-3.8,35,2.4,2000,-17,0.17,0,0,"Winter","No Holiday","Yes",1
"1223",1223,"17/12/2017",268,14,-3.2,26,3.1,1933,-20,1.07,0,0,"Winter","No Holiday","Yes",1
"1224",1224,"17/12/2017",278,15,-2.5,28,2,2000,-18.5,0.85,0,0,"Winter","No Holiday","Yes",1
"1225",1225,"18/01/2018",50,4,3.3,80,2.1,232,0.1,0,0,0,"Winter","No Holiday","Yes",0
"1226",1226,"18/01/2018",68,5,2.6,82,2,229,-0.1,0,0,0,"Winter","No Holiday","Yes",0
"1227",1227,"18/01/2018",95,3,3.6,74,1.7,273,-0.6,0,0,0,"Winter","No Holiday","Yes",0
"1228",1228,"18/01/2018",107,6,2.2,82,2,211,-0.5,0,0,0,"Winter","No Holiday","Yes",1
"1229",1229,"18/01/2018",137,2,3.3,73,1.2,288,-1,0,0,0,"Winter","No Holiday","Yes",1
"1230",1230,"18/01/2018",188,10,1.4,81,2.1,255,-1.5,0.21,0,0,"Winter","No Holiday","Yes",1
"1231",1231,"18/01/2018",190,1,3.2,72,1.9,306,-1.3,0,0,0,"Winter","No Holiday","Yes",1
"1232",1232,"18/01/2018",215,0,2.7,73,1,290,-1.6,0,0,0,"Winter","No Holiday","Yes",1
"1233",1233,"18/01/2018",232,23,0.6,47,2.3,1046,-9.4,0,0,0,"Winter","No Holiday","Yes",1
"1234",1234,"18/01/2018",261,11,1.8,75,1.8,301,-2.1,0.35,0,0,"Winter","No Holiday","Yes",1
"1235",1235,"18/01/2018",267,12,2.5,72,2.4,256,-2,0,0,0,"Winter","No Holiday","Yes",1
"1236",1236,"18/01/2018",269,15,4.2,36,2.3,957,-9.5,0.57,0,0,"Winter","No Holiday","Yes",1
"1237",1237,"18/01/2018",279,7,1.5,86,1.1,189,-0.5,0,0,0,"Winter","No Holiday","Yes",1
"1238",1238,"18/01/2018",301,14,4.4,42,2.3,719,-7.4,0.72,0,0,"Winter","No Holiday","Yes",1
"1239",1239,"18/01/2018",303,20,1.1,44,1.2,1171,-9.8,0,0,0,"Winter","No Holiday","Yes",1
"1240",1240,"18/01/2018",305,9,1.2,84,2.1,210,-1.2,0.07,0,0,"Winter","No Holiday","Yes",1
"1241",1241,"18/01/2018",307,13,3.5,54,3.2,463,-4.9,0.68,0,0,"Winter","No Holiday","Yes",1
"1242",1242,"18/01/2018",318,22,0.7,45,2,1084,-9.9,0,0,0,"Winter","No Holiday","Yes",1
"1243",1243,"18/01/2018",328,16,3.6,42,2.4,883,-8.1,0.29,0,0,"Winter","No Holiday","Yes",1
"1244",1244,"18/01/2018",339,21,0.8,45,1.5,1184,-9.8,0,0,0,"Winter","No Holiday","Yes",1
"1245",1245,"18/01/2018",365,19,1.5,41,1,1210,-10.3,0,0,0,"Winter","No Holiday","Yes",1
"1246",1246,"18/01/2018",416,17,2.8,46,2.1,858,-7.6,0.14,0,0,"Winter","No Holiday","Yes",1
"1247",1247,"18/01/2018",506,18,2,39,2.1,1259,-10.5,0.01,0,0,"Winter","No Holiday","Yes",1
"1248",1248,"18/01/2018",537,8,1.1,86,1.2,197,-0.9,0,0,0,"Winter","No Holiday","Yes",1
"1249",1249,"18/02/2018",22,5,-4,28,0.5,2000,-19.8,0,0,0,"Winter","No Holiday","Yes",0
"1250",1250,"18/02/2018",37,4,-4.1,27,0.6,2000,-20.3,0,0,0,"Winter","No Holiday","Yes",0
"1251",1251,"18/02/2018",38,6,-4.1,30,1.1,2000,-19.1,0,0,0,"Winter","No Holiday","Yes",0
"1252",1252,"18/02/2018",52,7,-4.6,31,1.2,2000,-19.2,0,0,0,"Winter","No Holiday","Yes",0
"1253",1253,"18/02/2018",56,3,-4.5,26,0,2000,-21.1,0,0,0,"Winter","No Holiday","Yes",0
"1254",1254,"18/02/2018",86,2,-4.7,33,0.1,2000,-18.5,0,0,0,"Winter","No Holiday","Yes",0
"1255",1255,"18/02/2018",92,8,-4.8,31,0.8,2000,-19.3,0.02,0,0,"Winter","No Holiday","Yes",0
"1256",1256,"18/02/2018",99,0,-3.6,33,1.7,2000,-17.5,0,0,0,"Winter","No Holiday","Yes",0
"1257",1257,"18/02/2018",103,1,-4.4,33,1.4,2000,-18.2,0,0,0,"Winter","No Holiday","Yes",1
"1258",1258,"18/02/2018",137,9,-4.1,30,0.5,2000,-19.1,0.28,0,0,"Winter","No Holiday","Yes",1
"1259",1259,"18/02/2018",153,23,-0.7,37,0.9,1814,-13.6,0,0,0,"Winter","No Holiday","Yes",1
"1260",1260,"18/02/2018",156,10,-1.8,23,0.6,2000,-20.2,0.8,0,0,"Winter","No Holiday","Yes",1
"1261",1261,"18/02/2018",183,11,0,20,0.8,1975,-20.3,1.05,0,0,"Winter","No Holiday","Yes",1
"1262",1262,"18/02/2018",191,22,-0.3,34,1.6,1981,-14.2,0,0,0,"Winter","No Holiday","Yes",1
"1263",1263,"18/02/2018",213,20,0.6,33,1.9,2000,-13.8,0,0,0,"Winter","No Holiday","Yes",1
"1264",1264,"18/02/2018",226,21,0.2,32,1.1,1951,-14.5,0,0,0,"Winter","No Holiday","Yes",1
"1265",1265,"18/02/2018",238,19,1.5,30,2.6,2000,-14.2,0,0,0,"Winter","No Holiday","Yes",1
"1266",1266,"18/02/2018",263,12,2.2,17,1,1979,-20.4,1.75,0,0,"Winter","No Holiday","Yes",1
"1267",1267,"18/02/2018",310,18,2.8,25,3,2000,-15.3,0.22,0,0,"Winter","No Holiday","Yes",1
"1268",1268,"18/02/2018",337,13,3.7,17,1.4,2000,-19.1,1.98,0,0,"Winter","No Holiday","Yes",1
"1269",1269,"18/02/2018",354,17,4.2,17,2.5,1990,-18.7,0.66,0,0,"Winter","No Holiday","Yes",1
"1270",1270,"18/02/2018",372,14,4.1,17,1.8,1996,-18.8,1.87,0,0,"Winter","No Holiday","Yes",1
"1271",1271,"18/02/2018",404,16,5.1,16,1.8,1998,-18.7,1.17,0,0,"Winter","No Holiday","Yes",1
"1272",1272,"18/02/2018",440,15,5,16,2,1970,-18.8,1.42,0,0,"Winter","No Holiday","Yes",1
"1273",1273,"18/12/2017",27,5,-5.3,81,0.9,923,-8,0,0,0.8,"Winter","No Holiday","Yes",0
"1274",1274,"18/12/2017",29,4,-5.4,81,0.7,270,-8.1,0,0,0.7,"Winter","No Holiday","Yes",0
"1275",1275,"18/12/2017",32,3,-5.3,76,1,767,-8.8,0,0.3,0.5,"Winter","No Holiday","Yes",0
"1276",1276,"18/12/2017",36,10,-3.7,87,1,541,-5.5,0.03,0,4.8,"Winter","No Holiday","Yes",0
"1277",1277,"18/12/2017",38,2,-5,65,0.4,990,-10.5,0,0,0.2,"Winter","No Holiday","Yes",0
"1278",1278,"18/12/2017",44,11,-2.9,85,1.2,243,-5,0.06,0,4.8,"Winter","No Holiday","Yes",0
"1279",1279,"18/12/2017",45,6,-5.2,85,0.9,271,-7.3,0,0.4,1.3,"Winter","No Holiday","Yes",0
"1280",1280,"18/12/2017",52,9,-4.3,89,1,59,-5.8,0,1.6,4,"Winter","No Holiday","Yes",0
"1281",1281,"18/12/2017",62,12,-1.8,83,1.2,351,-4.3,0.09,1.1,5.1,"Winter","No Holiday","Yes",0
"1282",1282,"18/12/2017",76,13,-0.9,84,1.2,333,-3.2,0.09,0,5,"Winter","No Holiday","Yes",0
"1283",1283,"18/12/2017",96,7,-5,85,0.7,186,-7.1,0,0,1.8,"Winter","No Holiday","Yes",0
"1284",1284,"18/12/2017",97,1,-5.3,48,0.4,1664,-14.6,0,0,0,"Winter","No Holiday","Yes",0
"1285",1285,"18/12/2017",116,14,0.5,76,0.9,364,-3.2,0.17,0,4.2,"Winter","No Holiday","Yes",1
"1286",1286,"18/12/2017",128,23,0.1,81,2.9,551,-2.7,0,0,2.6,"Winter","No Holiday","Yes",1
"1287",1287,"18/12/2017",137,15,1.6,73,0.9,421,-2.7,0.6,0,3.2,"Winter","No Holiday","Yes",1
"1288",1288,"18/12/2017",146,8,-4.6,86,1.2,508,-6.5,0,0,2,"Winter","No Holiday","Yes",1
"1289",1289,"18/12/2017",148,21,2.8,73,2.4,831,-1.5,0,0,2.6,"Winter","No Holiday","Yes",1
"1290",1290,"18/12/2017",151,0,-5.9,50,0.6,2000,-14.6,0,0,0,"Winter","No Holiday","Yes",1
"1291",1291,"18/12/2017",160,22,1.5,82,2.4,537,-1.2,0,0,2.6,"Winter","No Holiday","Yes",1
"1292",1292,"18/12/2017",165,20,3.3,65,3.2,1172,-2.6,0,0,2.7,"Winter","No Holiday","Yes",1
"1293",1293,"18/12/2017",175,17,0.4,84,0.8,317,-1.9,0.15,0,2.7,"Winter","No Holiday","Yes",1
"1294",1294,"18/12/2017",181,16,1.8,76,0.8,410,-1.9,0.47,0,2.7,"Winter","No Holiday","Yes",1
"1295",1295,"18/12/2017",198,19,1.3,65,1.1,1122,-4.5,0,0,2.7,"Winter","No Holiday","Yes",1
"1296",1296,"18/12/2017",281,18,0,88,0.6,277,-1.7,0,0,2.7,"Winter","No Holiday","Yes",1
"1297",1297,"19/01/2018",58,4,-0.7,45,1.4,1241,-11.1,0,0,0,"Winter","No Holiday","Yes",0
"1298",1298,"19/01/2018",61,5,-1.4,47,1.4,1301,-11.2,0,0,0,"Winter","No Holiday","Yes",0
"1299",1299,"19/01/2018",93,3,-0.6,43,1.7,1316,-11.6,0,0,0,"Winter","No Holiday","Yes",0
"1300",1300,"19/01/2018",140,2,-0.3,44,1.7,1295,-11.1,0,0,0,"Winter","No Holiday","Yes",1
"1301",1301,"19/01/2018",151,6,-1.8,49,1.4,1359,-11.1,0,0,0,"Winter","No Holiday","Yes",1
"1302",1302,"19/01/2018",207,1,0,43,1.7,1250,-11.1,0,0,0,"Winter","No Holiday","Yes",1
"1303",1303,"19/01/2018",211,0,0.3,45,1.8,1154,-10.2,0,0,0,"Winter","No Holiday","Yes",1
"1304",1304,"19/01/2018",236,23,-0.5,59,0.9,1487,-7.5,0,0,0,"Winter","No Holiday","Yes",1
"1305",1305,"19/01/2018",255,10,0,29,1.3,1592,-15.9,0.52,0,0,"Winter","No Holiday","Yes",1
"1306",1306,"19/01/2018",283,11,2.2,20,0.6,1794,-18.5,0.83,0,0,"Winter","No Holiday","Yes",1
"1307",1307,"19/01/2018",292,22,0,56,0.8,1544,-7.7,0,0,0,"Winter","No Holiday","Yes",1
"1308",1308,"19/01/2018",331,21,0.5,52,0.8,1595,-8.2,0,0,0,"Winter","No Holiday","Yes",1
"1309",1309,"19/01/2018",334,7,-2,49,1.9,1281,-11.3,0,0,0,"Winter","No Holiday","Yes",1
"1310",1310,"19/01/2018",341,12,4.3,28,1.5,1858,-12.6,0.98,0,0,"Winter","No Holiday","Yes",1
"1311",1311,"19/01/2018",341,13,4.7,26,2.6,1370,-13.2,1.11,0,0,"Winter","No Holiday","Yes",1
"1312",1312,"19/01/2018",342,20,1.2,51,0.6,1544,-7.8,0,0,0,"Winter","No Holiday","Yes",1
"1313",1313,"19/01/2018",349,14,4.7,24,3.6,1552,-14.2,1.08,0,0,"Winter","No Holiday","Yes",1
"1314",1314,"19/01/2018",381,15,5.4,25,2.4,1686,-13.1,0.9,0,0,"Winter","No Holiday","Yes",1
"1315",1315,"19/01/2018",387,9,-2.1,42,1.3,1519,-13.3,0.17,0,0,"Winter","No Holiday","Yes",1
"1316",1316,"19/01/2018",390,16,4.9,27,2.8,1648,-12.5,0.65,0,0,"Winter","No Holiday","Yes",1
"1317",1317,"19/01/2018",468,17,4.1,34,3.1,1810,-10.3,0.28,0,0,"Winter","No Holiday","Yes",1
"1318",1318,"19/01/2018",471,19,2,48,1.8,1519,-7.8,0,0,0,"Winter","No Holiday","Yes",1
"1319",1319,"19/01/2018",648,8,-2.5,50,1,1281,-11.5,0,0,0,"Winter","No Holiday","Yes",1
"1320",1320,"19/01/2018",702,18,2.9,45,1.6,1629,-7.8,0.04,0,0,"Winter","No Holiday","Yes",1
"1321",1321,"19/02/2018",42,3,-1.4,41,1.6,1870,-12.9,0,0,0,"Winter","No Holiday","Yes",0
"1322",1322,"19/02/2018",50,4,-1.9,44,0.7,1907,-12.5,0,0,0,"Winter","No Holiday","Yes",0
"1323",1323,"19/02/2018",59,2,-1.4,41,1.1,1582,-12.9,0,0,0,"Winter","No Holiday","Yes",0
"1324",1324,"19/02/2018",59,5,-1.8,44,0.5,1862,-12.4,0,0,0,"Winter","No Holiday","Yes",0
"1325",1325,"19/02/2018",101,1,-1.4,42,1.1,1805,-12.6,0,0,0,"Winter","No Holiday","Yes",1
"1326",1326,"19/02/2018",139,6,-1.4,46,0.3,1651,-11.5,0,0,0,"Winter","No Holiday","Yes",1
"1327",1327,"19/02/2018",148,0,-1.1,39,1.7,1832,-13.3,0,0,0,"Winter","No Holiday","Yes",1
"1328",1328,"19/02/2018",218,23,0.5,73,1.5,465,-3.7,0,0,0,"Winter","No Holiday","Yes",1
"1329",1329,"19/02/2018",235,10,2.6,45,1.2,1230,-8.1,1.17,0,0,"Winter","No Holiday","Yes",1
"1330",1330,"19/02/2018",314,11,4.3,44,2.3,1091,-6.9,1.77,0,0,"Winter","No Holiday","Yes",1
"1331",1331,"19/02/2018",332,13,5.1,41,1.8,1097,-7,1.03,0,0,"Winter","No Holiday","Yes",1
"1332",1332,"19/02/2018",347,9,-0.6,43,0.5,1596,-11.6,0.52,0,0,"Winter","No Holiday","Yes",1
